address,commission
fxvaloper1qjz9334grynx8lg6ae9vj2fnktgj7u0qvq3szl,14788.761126013338
fxvaloper1qcpxytptp0rfawxhgtm8z69y65g3g7d247d3wv,11394.46956702823
fxvaloper1pvv04yexryyxsraalwcephkavtwsadzh5yatru,13361.099634980388
fxvaloper1pcr9h9evn05rpussq9wahmerqjh380mepmshnp,9.075576913372826e-06
fxvaloper1zn0p7rqp2s702r4aua98gdtlwp6gza904h2dls,111.71773476671008
fxvaloper1znc46yl5g39yxt5nc8rls7lqz6f9tpu5m9rux9,0.6374565629748342
fxvaloper1z67rkadwrp2nf4zwxpktpqnw969plelyjj5alt,1494.530668087543
fxvaloper1yqz7fm3els5we5cq4h6ug3yywm7sfpl0jm2pxh,12253.762186808195
fxvaloper1ycy79ct7anmz5gmck7jann2c3lhwm8ztm5x3ch,442.23361322479116
fxvaloper1yc0v6at49lc9n8rvvcw86rgf2cgc26jy4ckzkj,18030.119893989817
fxvaloper19psvqem8jafc5ydg4cnh0t2m04ngw9gfqkeceu,2339.915284197042
fxvaloper19g2087ksund76mv3vt598pd6p563f856wqldkg,421.17166606995465
fxvaloper194wzf8rxucjt3hmesv6ccf5z5s8ss4h2rdrmr0,2884.1802067631684
fxvaloper1xrzyg8w0ccm07z80cm5zxkcclfylcujneaxtuy,17425.00291811795
fxvaloper18p4q7fzj76x2s4p3upzkzxvqsyecfz2yx2y4x9,11437.89696990402
fxvaloper18xj9zy4wx96r73kqfqtm95jtpxdrw7uuxht457,0.6422611419044362
fxvaloper1886ndwvun7gs2cqqe6k5vg9uddmvqgsz2vvsn8,228.50319371298207
fxvaloper1fxhwgkxphr6adkp84ka9cddqk8l8axr4j4egdl,13453.394234308289
fxvaloper1fxlpxnlrgquwaes5wrt5awdaymv5wpntfgsct8,15325.817312033758
fxvaloper1fvrkqzf795p4hh36hwy8rq57ywv5kwyxjax8cf,4680.025396065911
fxvaloper1290uryg96klfsdn3usktwcy5t3qxh8eclsmtqy,10616.71809534511
fxvaloper12dzp2wydkc8rtjeejehsck8kwmrxz7tk3t8h6s,138.9511188732979
fxvaloper126pplyfsrshzvjutslee8369uhc3hvmxml8adf,2663.690950414475
fxvaloper1t28sjqjfg0zs9wuzpyu3m59c2g4jh6q6nck2w6,235.43952033987256
fxvaloper1t569mgfscvmzrrrwqkzc2g3g2lxffpvh2s3pv8,1812.655175102616
fxvaloper1drrh5nhcn40x827j8rgx9kg9f5nftut63hnz2s,119.3059021497606
fxvaloper1dlm4kp90axktn7ywg68ueaa4uyjddnnxjxkwk8,12.965046223051031
fxvaloper1srkazumnkle6uzmdvqq68df9gglylp3pkhuwna,3092.082312861515
fxvaloper1337eaaxxqd7l3jw6hwsrh0rvcjgfzgwqdtfq8x,107.40739584249962
fxvaloper1359ld4urxm0807wcmyth9dkmsw2pwznjeh26pt,13698.752055548151
fxvaloper1jcwagrc7gxpsr3xhvtvwek4kyx3m7q858jxqec,150.05419854923903
fxvaloper1nammyssvfumll85kx6fwwje3qy3pkpvkw35p89,264.0559611203319
fxvaloper14y39e3ujz2m0y2we8tqjwppmj5j4vh80hyafz7,14659.28707276022
fxvaloper1ke3gmlz77w700w65qyhtc3y3ahtwupjk3szeph,18299.99370519686
fxvaloper1h88fa2my5ns6ydpvzdjhtmjw4smz2zzd4eg7sv,277.42672334078674
fxvaloper1hnavkdy0ep629tlwt32x82qsssx9yyvp0s0wtt,0.10276336731858178
fxvaloper1hl5s5tycshsklqyv88ednwmr3hc90wmqxh23c2,0.6374486797179107
fxvaloper1c0gnd02hwatfukgcux5f3hvhutcfj9kdvqrmuj,300.1975794258462
fxvaloper1c4glwxgvs5vjx9j2w4ef7r4480cfs2dkv7h8u2,143.13004939481908
fxvaloper1evpmc2je2mmvad3pukyre0xw37y0cdr5pqptke,1474.602917833414
fxvaloper1engnd3l9gg67gggr7n4wq7c32zavd9sq4faxua,12967.96217361053
fxvaloper16evwmqjz8gd2wwl3qu83a3f3mlkp4yelqew850,11385.22513162094
fxvaloper1ms606vz2zrxw7752y5ae8z4zyp52ajjacv9qyd,17314.59998095564
fxvaloper1maactzfltlrr304dsnm8fffjtupcs4ehjedchy,16886.936467767966
fxvaloper1u2736s9hm43ds6xxje0d2qhhy2m56akaf8up7t,13558.837450977959
fxvaloper1umj9xqdv7q2quvtks8j66mwrj9wcfqp4486qgn,189.40335286200994
fxvaloper1as2rwvnayy30pzjy7aw35dcsja6g98nd87r8vp,3707.04838878193
fxvaloper1a73plz6w7fc8ydlwxddanc7a239kk45jnl9xwj,48630.24975341431
fxvaloper1780uflqpght7etzq8auv0ram6rwy3wd69vdxc9,285.8568315046096
fxvaloper17k6kc0mqnnccqqgkm3d2nzp0jqxpjutxhqyay6,18188.804727411614
fxvaloper1lgzkn292ap2a4t8dvsq0cf5qfkkuplcnztcnvp,1.0218987183812824e-19
